,Player Name,Team Name,Position,Week Number,Points,+/-,A,ATOI,BLK,DEF,FOL,FOW,G,GA,GAA,GP,GS,GWG,HAT,HIT,L,MIN ?,OTL,PIM,PPG,PPP,SA,SHA,SHG,SHP,SO,SOG,SV,SV%,TTOI ?,W,FPPG,Over 3 FPPG,Over 4 FPPG
0,Elias Lindholm,HC FirePucks,Left Wing,1,6.0,0.0,0.0,1421.0,2.0,,11.0,14.0,1.0,,,1.0,,0.0,,1.0,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,3.0,,,1421.0,,6.0,True,True
1,Yegor Sharangovich,HC FirePucks,0,1,2.55,2.0,1.0,1130.0,2.0,,0.0,1.0,0.0,,,1.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,1130.0,,2.55,False,False
2,Vince Dunn,HC FirePucks,Right Wing,1,3.5,-1.0,1.0,917.5,0.0,1.0,0.0,0.0,0.0,,,2.0,,0.0,,4.0,,,,5.0,0.0,0.0,,0.0,0.0,0.0,,6.0,,,1835.0,,1.75,False,False
3,Victor Olofsson,HC FirePucks,Left Wing,1,9.4,0.0,1.0,1097.5,1.0,,0.0,0.0,1.0,,,2.0,,0.0,,0.0,,,,2.0,1.0,2.0,,0.0,0.0,0.0,,8.0,,,2195.0,,4.7,True,True
4,Shea Theodore,HC FirePucks,Right Wing,1,4.65,0.0,0.0,1126.0,1.0,1.0,0.0,0.0,1.0,,,2.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,,2252.0,,2.325,False,False
5,Bowen Byram,HC FirePucks,Right Wing,1,0.45,0.0,0.0,1255.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,,1255.0,,0.45,False,False
6,Tim Stutzle,HC FirePucks,Center,1,4.95,1.0,1.0,1098.33333333,3.0,,3.0,0.0,0.0,,,3.0,,0.0,,5.0,,,,2.0,0.0,1.0,,0.0,0.0,0.0,,4.0,,,3295.0,,1.6500000000000001,False,False
7,John Gibson,HC FirePucks,Goalie,1,10.6,,,,,,,,,1.0,1.0,,1.0,,,,0.0,3600.0,0.0,,,0.0,34.0,,,0.0,,,33.0,0.97058824,,1.0,10.6,True,True
8,Alex Newhook,HC FirePucks,0,1,0.35,0.0,0.0,630.0,1.0,,2.0,0.0,0.0,,,1.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,,630.0,,0.35,False,False
9,Rasmus Dahlin,HC FirePucks,Right Wing,1,4.5,1.0,1.0,1352.0,3.0,1.0,0.0,0.0,0.0,,,2.0,,0.0,,3.0,,,,2.0,0.0,1.0,,0.0,0.0,0.0,,3.0,,,2704.0,,2.25,False,False
10,Martin Necas,HC FirePucks,0,1,3.1,-2.0,1.0,917.0,1.0,,3.0,1.0,0.0,,,2.0,,0.0,,1.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,5.0,,,1834.0,,1.55,False,False
11,Juuse Saros,HC FirePucks,Goalie,1,-0.8,,,,,,,,,5.0,2.53771324,,2.0,,,,2.0,7093.0,0.0,,,0.0,56.0,,,0.0,0.0,,51.0,0.91071429,,0.0,-0.4,False,False
12,Jordan Kyrou,HC FirePucks,0,1,4.35,2.0,2.0,839.0,1.0,,0.0,0.0,0.0,,,1.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,,839.0,,4.35,True,True
13,Jared McCann,HC FirePucks,Center,1,12.75,-1.0,1.0,1053.0,2.0,,25.0,18.0,2.0,,,3.0,,0.0,,4.0,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,5.0,,,3159.0,,4.25,True,True
14,Cole Perfetti,HC FirePucks,0,1,0.3,-2.0,0.0,535.5,0.0,,0.0,0.0,0.0,,,2.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,,1071.0,,0.15,False,False
15,Johnny Gaudreau,HC FirePucks,Center,1,0.45,-1.0,0.0,1437.0,0.0,,0.0,0.0,0.0,,,1.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0,,,1437.0,,0.45,False,False
16,Ivan Provorov,HC FirePucks,Right Wing,1,3.25,2.0,1.0,1763.0,4.0,1.0,0.0,0.0,0.0,,,1.0,,0.0,,1.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,,1763.0,,3.25,True,False
17,Eeli Tolvanen,HC FirePucks,Center,1,6.1,1.0,0.0,880.5,0.0,,0.0,0.0,1.0,,,2.0,,0.0,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,12.0,,,1761.0,,3.05,True,False
18,Mikko Rantanen,HC FirePucks,Left Wing,1,5.55,3.0,2.0,1332.0,1.0,,1.0,1.0,0.0,,,2.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,8.0,,,2664.0,,2.775,False,False
19,Josh Norris,HC FirePucks,0,1,7.2,0.0,0.0,1076.66666667,2.0,,32.0,21.0,1.0,,,3.0,,0.0,,4.0,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,8.0,,,3230.0,,2.4,False,False
20,Cale Makar,HC FirePucks,Right Wing,1,3.6,-1.0,1.0,1462.0,2.0,1.0,0.0,0.0,0.0,,,2.0,,0.0,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,6.0,,,2924.0,,1.8,False,False
21,Ilya Sorokin,HC FirePucks,Goalie,1,-4.2,,,,,,,,,10.0,5.08618254,,2.0,,,,2.0,7078.0,0.0,,,0.0,69.0,,,0.0,0.0,,59.0,0.85507246,,0.0,-2.1,False,False
22,Connor Brown,Team Ginsberg,Left Wing,1,8.8,0.0,3.0,1321.33333333,1.0,,3.0,6.0,0.0,,,3.0,,0.0,,0.0,,,,0.0,0.0,2.0,,0.0,0.0,0.0,,4.0,,,3964.0,,2.9333333333333336,False,False
23,Jesper Bratt,Team Ginsberg,Left Wing,1,0.0,0.0,0.0,946.0,0.0,,0.0,0.0,0.0,,,1.0,,0.0,,0.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,946.0,,0.0,False,False
24,Jeremy Swayman,Team Ginsberg,Goalie,1,9.4,,,,,,,,,1.0,1.00334448,,1.0,,,,0.0,3588.0,0.0,,,0.0,28.0,,,0.0,0.0,,27.0,0.96428571,,1.0,9.4,True,True
25,Clayton Keller,Team Ginsberg,0,1,6.05,-3.0,0.0,1079.5,0.0,,1.0,0.0,1.0,,,2.0,,0.0,,1.0,,,,2.0,1.0,1.0,,0.0,0.0,0.0,,6.0,,,2159.0,,3.025,True,False
26,Victor Hedman,Team Ginsberg,Right Wing,1,13.95,0.0,5.0,1580.0,5.0,5.0,0.0,0.0,0.0,,,3.0,,0.0,,3.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,10.0,,,4740.0,,4.6499999999999995,True,True
27,Patrik Laine,Team Ginsberg,Left Wing,1,9.45,2.0,2.0,978.0,0.0,,0.0,0.0,1.0,,,2.0,,1.0,,0.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,3.0,,,1956.0,,4.725,True,True
28,Anthony Cirelli,Team Ginsberg,0,1,9.7,-1.0,2.0,1152.33333333,1.0,,16.0,19.0,1.0,,,3.0,,0.0,,5.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,5.0,,,3457.0,,3.233333333333333,True,False
29,Matthew Tkachuk,Team Ginsberg,Center,1,4.85,-1.0,1.0,1300.0,1.0,,0.0,0.0,0.0,,,1.0,,0.0,,2.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,9.0,,,1300.0,,4.85,True,True
30,Jakob Chychrun,Team Ginsberg,Right Wing,1,2.15,-3.0,0.0,1524.5,1.0,0.0,0.0,0.0,0.0,,,2.0,,0.0,,4.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,9.0,,,3049.0,,1.075,False,False
31,Filip Chytil,Team Ginsberg,Left Wing,1,0.45,-1.0,0.0,786.5,0.0,,6.0,9.0,0.0,,,2.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0,,,1573.0,,0.225,False,False
32,Joonas Donskoi,Team Ginsberg,Left Wing,1,5.75,0.0,2.0,1086.66666667,0.0,,0.0,1.0,0.0,,,3.0,,0.0,,2.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,3.0,,,3260.0,,1.9166666666666667,False,False
33,Anthony Beauvillier,Team Ginsberg,Center,1,3.75,-3.0,1.0,1177.0,2.0,,0.0,0.0,0.0,,,2.0,,0.0,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,7.0,,,2354.0,,1.875,False,False
34,Igor Shesterkin,Team Ginsberg,Goalie,1,10.8,,,,,,,,,4.0,1.98319791,,2.0,,,,0.0,7261.0,1.0,,,0.0,58.0,,,0.0,0.0,,54.0,0.93103448,,1.0,5.4,True,True
35,Mathew Barzal,Team Ginsberg,0,1,4.9,1.0,0.0,1107.0,0.0,,11.0,13.0,1.0,,,2.0,,0.0,,1.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,5.0,,,2214.0,,2.45,False,False
36,Andre Burakovsky,Team Ginsberg,Center,1,7.45,0.0,1.0,1205.0,2.0,,0.0,0.0,1.0,,,2.0,,0.0,,3.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,2410.0,,3.725,True,False
37,Thatcher Demko,Team Ginsberg,Goalie,1,10.6,,,,,,,,,6.0,2.78709677,,2.0,,,,0.0,7750.0,1.0,,,0.0,69.0,,,0.0,0.0,,63.0,0.91304348,,1.0,5.3,True,True
38,Alex DeBrincat,Team Ginsberg,Center,1,10.2,-4.0,1.0,1245.33333333,2.0,,2.0,0.0,1.0,,,3.0,,0.0,,4.0,,,,0.0,1.0,2.0,,0.0,0.0,0.0,,8.0,,,3736.0,,3.4,True,False
39,Adam Fox,Team Ginsberg,Right Wing,1,11.2,3.0,2.0,1506.33333333,2.0,3.0,0.0,0.0,1.0,,,3.0,,0.0,,1.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,11.0,,,4519.0,,3.733333333333333,True,False
40,Nikolaj Ehlers,Team Ginsberg,Center,1,1.5,0.0,0.0,1120.5,0.0,,0.0,0.0,0.0,,,2.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,10.0,,,2241.0,,0.75,False,False
41,Pierre-Luc Dubois,Team Ginsberg,0,1,5.3,-1.0,0.0,1081.5,2.0,,13.0,8.0,1.0,,,2.0,,0.0,,1.0,,,,4.0,0.0,0.0,,0.0,0.0,0.0,,5.0,,,2163.0,,2.65,False,False
42,Tyson Barrie,Team Ginsberg,Right Wing,1,1.15,0.0,0.0,1357.5,2.0,0.0,0.0,0.0,0.0,,,2.0,,0.0,,1.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,2715.0,,0.575,False,False
43,Thomas Chabot,Brown Shoes w/ a Black Belt?,Right Wing,1,5.7,0.0,1.0,1568.66666667,3.0,1.0,0.0,0.0,0.0,,,3.0,,0.0,,6.0,,,,2.0,0.0,1.0,,0.0,0.0,0.0,,8.0,,,4706.0,,1.9000000000000001,False,False
44,Kirill Kaprizov,Brown Shoes w/ a Black Belt?,Center,1,6.05,1.0,2.0,1065.0,0.0,,0.0,0.0,0.0,,,2.0,,0.0,,3.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,4.0,,,2130.0,,3.025,True,False
45,Sergei Bobrovsky,Brown Shoes w/ a Black Belt?,Goalie,1,19.4,,,,,,,,,5.0,2.47286715,,2.0,,,,0.0,7279.0,0.0,,,0.0,77.0,,,0.0,0.0,,72.0,0.93506494,,2.0,9.7,True,True
46,Andrei Svechnikov,Brown Shoes w/ a Black Belt?,Center,1,17.95,1.0,1.0,1058.0,0.0,,0.0,0.0,3.0,,,2.0,,0.0,,2.0,,,,4.0,1.0,2.0,,0.0,0.0,0.0,,11.0,,,2116.0,,8.975,True,True
47,Evgenii Dadonov,Brown Shoes w/ a Black Belt?,Left Wing,1,3.25,1.0,1.0,962.5,1.0,,0.0,0.0,0.0,,,2.0,,0.0,,3.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,1925.0,,1.625,False,False
48,Trevor Zegras,Brown Shoes w/ a Black Belt?,0,1,0.3,0.0,0.0,802.0,0.0,,4.0,2.0,0.0,,,1.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,,802.0,,0.3,False,False
49,Jean-Gabriel Pageau,Brown Shoes w/ a Black Belt?,0,1,1.35,-2.0,0.0,824.0,0.0,,12.0,18.0,0.0,,,2.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,9.0,,,1648.0,,0.675,False,False
50,Ryan Pulock,Brown Shoes w/ a Black Belt?,Right Wing,1,2.6,-1.0,0.0,1305.5,7.0,0.0,0.0,0.0,0.0,,,2.0,,0.0,,4.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,2611.0,,1.3,False,False
51,Phillip Danault,Brown Shoes w/ a Black Belt?,0,1,4.95,0.0,0.0,1007.0,1.0,,16.0,14.0,1.0,,,2.0,,1.0,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0,,,2014.0,,2.475,False,False
52,Timo Meier,Brown Shoes w/ a Black Belt?,Left Wing,1,3.85,0.0,1.0,1085.0,1.0,,0.0,0.0,0.0,,,1.0,,0.0,,3.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,8.0,,,1085.0,,3.85,True,False
53,Cole Caufield,Brown Shoes w/ a Black Belt?,Left Wing,1,1.5,-1.0,0.0,960.66666667,0.0,,0.0,0.0,0.0,,,3.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,9.0,,,2882.0,,0.5,False,False
54,Ondrej Palat,Brown Shoes w/ a Black Belt?,Center,1,10.15,-2.0,0.0,1000.0,1.0,,3.0,0.0,2.0,,,3.0,,1.0,,4.0,,,,4.0,0.0,0.0,,0.0,0.0,0.0,,9.0,,,3000.0,,3.3833333333333333,True,False
55,Petr Mrazek,Brown Shoes w/ a Black Belt?,Goalie,1,-1.4,,,,,,,,,3.0,4.5,,1.0,,,,1.0,2400.0,0.0,,,0.0,26.0,,,0.0,0.0,,23.0,0.88461538,,0.0,-1.4,False,False
56,Christian Dvorak,Brown Shoes w/ a Black Belt?,Center,1,4.05,-1.0,1.0,1214.0,5.0,,28.0,40.0,0.0,,,3.0,,0.0,,3.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,3642.0,,1.3499999999999999,False,False
57,Alec Martinez,Brown Shoes w/ a Black Belt?,Right Wing,1,3.8,1.0,1.0,1399.0,3.0,1.0,0.0,0.0,0.0,,,2.0,,0.0,,5.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,3.0,,,2798.0,,1.9,False,False
58,Kevin Fiala,Brown Shoes w/ a Black Belt?,0,1,7.9,1.0,1.0,1039.0,0.0,,0.0,0.0,1.0,,,2.0,,0.0,,1.0,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,5.0,,,2078.0,,3.95,True,False
59,Mikhail Sergachev,Brown Shoes w/ a Black Belt?,Right Wing,1,12.3,-6.0,2.0,1400.0,4.0,3.0,0.0,0.0,1.0,,,3.0,,0.0,,5.0,,,,4.0,0.0,2.0,,0.0,0.0,0.0,,5.0,,,4200.0,,4.1000000000000005,True,True
60,Jesse Puljujarvi,Brown Shoes w/ a Black Belt?,Left Wing,1,14.35,2.0,2.0,1015.5,0.0,,0.0,0.0,2.0,,,2.0,,0.0,,2.0,,,,2.0,0.0,1.0,,0.0,0.0,0.0,,7.0,,,2031.0,,7.175,True,True
61,Nick Suzuki,Brown Shoes w/ a Black Belt?,0,1,1.85,-2.0,0.0,1061.0,1.0,,24.0,23.0,0.0,,,3.0,,0.0,,5.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,6.0,,,3183.0,,0.6166666666666667,False,False
62,Elias Pettersson,Brown Shoes w/ a Black Belt?,0,1,9.5,-1.0,1.0,1382.0,2.0,,20.0,7.0,1.0,,,3.0,,0.0,,1.0,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,13.0,,,4146.0,,3.1666666666666665,True,False
63,Rasmus Andersson,Baltimore Bandits,Right Wing,1,3.65,-1.0,1.0,1357.0,1.0,1.0,0.0,0.0,0.0,,,1.0,,0.0,,1.0,,,,4.0,0.0,1.0,,0.0,0.0,0.0,,2.0,,,1357.0,,3.65,True,False
64,Rickard Rakell,Baltimore Bandits,0,1,5.9,0.0,0.0,999.0,0.0,,0.0,0.0,1.0,,,2.0,,0.0,,1.0,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,5.0,,,1998.0,,2.95,False,False
65,Jordan Eberle,Baltimore Bandits,Left Wing,1,6.45,-1.0,2.0,1174.0,5.0,,1.0,0.0,0.0,,,3.0,,0.0,,0.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,3.0,,,3522.0,,2.15,False,False
66,Marc-Andre Fleury,Baltimore Bandits,Goalie,1,-6.4,,,,,,,,,8.0,7.06055406,,2.0,,,,2.0,4079.0,0.0,,,0.0,46.0,,,0.0,0.0,,38.0,0.82608696,,0.0,-3.2,False,False
67,Andrew Copp,Baltimore Bandits,0,1,5.6,1.0,0.0,1157.5,0.0,,4.0,6.0,1.0,,,2.0,,0.0,,2.0,,,,2.0,0.0,0.0,,0.0,1.0,1.0,,2.0,,,2315.0,,2.8,False,False
68,Jake Guentzel,Baltimore Bandits,Center,1,7.85,-1.0,1.0,1156.5,1.0,,1.0,2.0,1.0,,,2.0,,0.0,,1.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,10.0,,,2313.0,,3.925,True,False
69,Anze Kopitar,Baltimore Bandits,0,1,29.15,3.0,3.0,1216.5,1.0,,18.0,22.0,4.0,,,2.0,,0.0,1.0,3.0,,,,0.0,1.0,3.0,,0.0,0.0,0.0,,10.0,,,2433.0,,14.575,True,True
70,Evgeny Kuznetsov,Baltimore Bandits,0,1,9.8,0.0,3.0,1293.0,1.0,,18.0,12.0,0.0,,,2.0,,0.0,,0.0,,,,0.0,0.0,2.0,,1.0,0.0,1.0,,4.0,,,2586.0,,4.9,True,True
71,Oliver Ekman-Larsson,Baltimore Bandits,Right Wing,1,10.45,-2.0,1.0,1471.33333333,3.0,2.0,0.0,0.0,1.0,,,3.0,,0.0,,8.0,,,,6.0,1.0,1.0,,0.0,0.0,0.0,,11.0,,,4414.0,,3.483333333333333,True,False
72,Colton Parayko,Baltimore Bandits,Right Wing,1,2.7,0.0,1.0,1646.0,2.0,1.0,0.0,0.0,0.0,,,1.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,,1646.0,,2.7,False,False
73,Patric Hornqvist,Baltimore Bandits,Left Wing,1,0.6,0.0,0.0,588.0,0.0,,0.0,0.0,0.0,,,1.0,,0.0,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,,588.0,,0.6,False,False
74,Taylor Hall,Baltimore Bandits,Center,1,0.95,-1.0,0.0,903.0,1.0,,0.0,0.0,0.0,,,1.0,,0.0,,3.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,,903.0,,0.95,False,False
75,Mats Zuccarello,Baltimore Bandits,Left Wing,1,3.95,1.0,1.0,1020.5,1.0,,1.0,1.0,0.0,,,2.0,,0.0,,2.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,3.0,,,2041.0,,1.975,False,False
76,John Klingberg,Baltimore Bandits,Right Wing,1,1.05,-1.0,0.0,621.0,3.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,,621.0,,1.05,False,False
77,Teuvo Teravainen,Baltimore Bandits,Left Wing,1,12.4,1.0,1.0,1134.0,1.0,,1.0,0.0,2.0,,,2.0,,1.0,,1.0,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,7.0,,,2268.0,,6.2,True,True
78,Connor McDavid,Baltimore Bandits,0,1,22.65,2.0,2.0,1404.5,0.0,,7.0,12.0,3.0,,,2.0,,1.0,1.0,1.0,,,,2.0,2.0,3.0,,0.0,0.0,0.0,,10.0,,,2809.0,,11.325,True,True
79,Tom Wilson,Baltimore Bandits,Left Wing,1,2.8,1.0,1.0,1088.0,1.0,,1.0,0.0,0.0,,,1.0,,0.0,,4.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,1088.0,,2.8,False,False
80,Drew Doughty,Baltimore Bandits,Right Wing,1,18.05,1.0,5.0,1504.5,0.0,6.0,0.0,0.0,1.0,,,2.0,,0.0,,4.0,,,,0.0,1.0,3.0,,0.0,0.0,0.0,,3.0,,,3009.0,,9.025,True,True
81,Chandler Stephenson,Baltimore Bandits,0,1,4.45,0.0,0.0,1058.0,0.0,,12.0,10.0,1.0,,,1.0,,0.0,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,,1058.0,,4.45,True,True
82,Claude Giroux,Baltimore Bandits,Center,1,5.5,0.0,0.0,1141.0,0.0,,3.0,11.0,1.0,,,1.0,,0.0,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,8.0,,,1141.0,,5.5,True,True
83,Zach Werenski,Baltimore Bandits,Right Wing,1,11.25,2.0,2.0,1426.0,1.0,3.0,0.0,0.0,1.0,,,2.0,,0.0,,1.0,,,,2.0,1.0,2.0,,0.0,0.0,0.0,,6.0,,,2852.0,,5.625,True,True
84,Miro Heiskanen,Esther Island Esthers,Right Wing,1,9.95,-1.0,1.0,1652.0,5.0,2.0,0.0,0.0,1.0,,,3.0,,1.0,,4.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,9.0,,,4956.0,,3.3166666666666664,True,False
85,Oliver Bjorkstrand,Esther Island Esthers,Left Wing,1,15.1,1.0,2.0,982.5,1.0,,0.0,0.0,2.0,,,2.0,,0.0,,2.0,,,,0.0,1.0,2.0,,0.0,0.0,0.0,,4.0,,,1965.0,,7.55,True,True
86,Alexis Lafreniere,Esther Island Esthers,Center,1,6.4,-1.0,0.0,911.33333333,0.0,,0.0,0.0,1.0,,,3.0,,1.0,,7.0,,,,4.0,0.0,0.0,,0.0,0.0,0.0,,9.0,,,2734.0,,2.1333333333333333,False,False
87,Brayden Schenn,Esther Island Esthers,0,1,4.15,1.0,0.0,902.0,0.0,,5.0,4.0,1.0,,,1.0,,0.0,,0.0,,,,5.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,,902.0,,4.15,True,True
88,Brandon Tanev,Esther Island Esthers,Center,1,16.1,0.0,0.0,904.0,2.0,,0.0,0.0,3.0,,,3.0,,1.0,,11.0,,,,4.0,1.0,1.0,,0.0,0.0,0.0,,7.0,,,2712.0,,5.366666666666667,True,True
89,Quinn Hughes,Esther Island Esthers,Right Wing,1,9.15,-1.0,1.0,1659.0,4.0,2.0,0.0,0.0,1.0,,,3.0,,0.0,,1.0,,,,2.0,0.0,1.0,,0.0,0.0,0.0,,8.0,,,4977.0,,3.0500000000000003,True,False
90,Seth Jones,Esther Island Esthers,Right Wing,1,7.75,-3.0,2.0,1545.66666667,7.0,2.0,0.0,0.0,0.0,,,3.0,,0.0,,1.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,8.0,,,4637.0,,2.5833333333333335,False,False
91,Ryan Suter,Esther Island Esthers,Right Wing,1,5.4,-3.0,1.0,1401.0,6.0,1.0,0.0,0.0,0.0,,,3.0,,0.0,,2.0,,,,2.0,0.0,1.0,,0.0,0.0,0.0,,6.0,,,4203.0,,1.8,False,False
92,Dylan Cozens,Esther Island Esthers,0,1,0.3,-1.0,0.0,909.5,0.0,,7.0,7.0,0.0,,,2.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,,1819.0,,0.15,False,False
93,Chris Kreider,Esther Island Esthers,Center,1,16.75,2.0,0.0,1146.33333333,1.0,,4.0,2.0,3.0,,,3.0,,0.0,,10.0,,,,2.0,2.0,2.0,,0.0,0.0,0.0,,7.0,,,3439.0,,5.583333333333333,True,True
94,Tristan Jarry,Esther Island Esthers,Goalie,1,14.8,,,,,,,,,4.0,2.00417537,,2.0,,,,0.0,7185.0,0.0,,,0.0,48.0,,,0.0,0.0,,44.0,0.91666667,,2.0,7.4,True,True
95,Sean Couturier,Esther Island Esthers,0,1,5.35,0.0,2.0,1315.0,1.0,,6.0,14.0,0.0,,,1.0,,0.0,,1.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,,,1315.0,,5.35,True,True
96,Travis Konecny,Esther Island Esthers,Left Wing,1,6.2,0.0,0.0,1032.0,0.0,,0.0,0.0,1.0,,,1.0,,0.0,,4.0,,,,2.0,1.0,1.0,,0.0,0.0,0.0,,4.0,,,1032.0,,6.2,True,True
97,Jordan Staal,Esther Island Esthers,0,1,5.7,1.0,2.0,1081.0,1.0,,15.0,18.0,0.0,,,2.0,,0.0,,6.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,2162.0,,2.85,False,False
98,William Karlsson,Esther Island Esthers,0,1,2.9,-2.0,1.0,988.0,0.0,,10.0,19.0,0.0,,,2.0,,0.0,,3.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0,,,1976.0,,1.45,False,False
99,Reilly Smith,Esther Island Esthers,Left Wing,1,3.1,0.0,1.0,1110.0,1.0,,0.0,0.0,0.0,,,1.0,,0.0,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,1110.0,,3.1,True,False
100,Kasperi Kapanen,Esther Island Esthers,Left Wing,1,6.7,2.0,2.0,961.66666667,1.0,,0.0,0.0,0.0,,,3.0,,0.0,,3.0,,,,4.0,0.0,1.0,,0.0,0.0,0.0,,7.0,,,2885.0,,2.2333333333333334,False,False
101,Josh Anderson,Esther Island Esthers,Left Wing,1,4.45,-1.0,1.0,1093.33333333,1.0,,0.0,0.0,0.0,,,3.0,,0.0,,11.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,3280.0,,1.4833333333333334,False,False
102,Mitchell Marner,Esther Island Esthers,Left Wing,1,3.95,0.0,1.0,1285.33333333,0.0,,0.0,0.0,0.0,,,3.0,,0.0,,1.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,12.0,,,3856.0,,1.3166666666666667,False,False
103,Joe Pavelski,Esther Island Esthers,Left Wing,1,5.9,0.0,0.0,948.33333333,2.0,,9.0,8.0,1.0,,,3.0,,0.0,,4.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,6.0,,,2845.0,,1.9666666666666668,False,False
104,Bo Horvat,Esther Island Esthers,0,1,1.15,-2.0,0.0,1402.5,2.0,,22.0,22.0,0.0,,,2.0,,0.0,,3.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,,2805.0,,0.575,False,False
105,Jordan Binnington,Esther Island Esthers,Goalie,1,7.8,,,,,,,,,3.0,3.0,,1.0,,,,0.0,3600.0,0.0,,,0.0,32.0,,,0.0,0.0,,29.0,0.90625,,1.0,7.8,True,True
106,Charlie McAvoy,Esther Island Esthers,Right Wing,1,0.95,1.0,0.0,1458.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,,0.0,,,,4.0,0.0,0.0,,0.0,0.0,0.0,,5.0,,,1458.0,,0.95,False,False
