,Player Name,Team Name,Position,Week Number,Points,+/-,A,ATOI,BLK,DEF,FOL,FOW,G,GA,GAA,GP,GS,GWG,HAT,HIT,L,MIN ?,OTL,PIM,PPG,PPP,SA,SHA,SHG,SHP,SO,SOG,SV,SV%,TTOI ?,W,FPPG,Over 3 FPPG,Over 4 FPPG
184,Patrik Laine,Team Ginsberg,Left Wing,4,4.15,1.0,2.0,936.0,0.0,,0.0,0.0,0.0,,,1.0,,0.0,,0.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,,936.0,,4.15,True,True
185,Jakob Chychrun,Team Ginsberg,Right Wing,4,5.5,-5.0,1.0,1402.0,4.0,1.0,0.0,0.0,0.0,,,3.0,,0.0,,6.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,12.0,,,4206.0,,1.8333333333333333,False,False
186,Jaden Schwartz,Team Ginsberg,Center,4,14.3,5.0,2.0,1166.66666667,1.0,,1.0,0.0,2.0,,,3.0,,0.0,,3.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,11.0,,,3500.0,,4.766666666666667,True,True
187,Anthony Beauvillier,Team Ginsberg,Center,4,7.35,4.0,3.0,995.66666667,0.0,,0.0,0.0,0.0,,,3.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,8.0,,,2987.0,,2.4499999999999997,False,False
188,Mathew Barzal,Team Ginsberg,0,4,7.8,-2.0,3.0,1019.0,0.0,,11.0,6.0,0.0,,,3.0,,0.0,,3.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,9.0,,,3057.0,,2.6,False,False
189,Andre Burakovsky,Team Ginsberg,Center,4,8.65,0.0,0.0,815.0,1.0,,0.0,0.0,2.0,,,1.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,,815.0,,8.65,True,True
190,Jason Robertson,Team Ginsberg,Center,4,11.75,-1.0,2.0,1008.66666667,2.0,,0.0,0.0,1.0,,,3.0,,0.0,,0.0,,,,4.0,1.0,2.0,,0.0,0.0,0.0,,9.0,,,3026.0,,3.9166666666666665,True,False
191,Josh Anderson,Team Ginsberg,Left Wing,4,0.6,-4.0,0.0,954.0,0.0,,0.0,1.0,0.0,,,1.0,,0.0,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,,954.0,,0.6,False,False
192,Adam Fox,Team Ginsberg,Right Wing,4,11.7,-2.0,3.0,1579.0,11.0,3.0,0.0,0.0,0.0,,,3.0,,0.0,,2.0,,,,4.0,0.0,2.0,,0.0,0.0,0.0,,8.0,,,4737.0,,3.9,True,False
193,Nikolaj Ehlers,Team Ginsberg,Center,4,9.35,1.0,2.0,1126.0,0.0,,0.0,1.0,1.0,,,3.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,8.0,,,3378.0,,3.1166666666666667,True,False
194,Alex Nedeljkovic,Team Ginsberg,Goalie,4,7.8,,,,,,,,,3.0,2.8685259,,1.0,,,,0.0,3765.0,0.0,,,0.0,32.0,,,0.0,0.0,,29.0,0.90625,,1.0,7.8,True,True
195,Jesper Bratt,Team Ginsberg,Left Wing,4,8.95,-1.0,1.0,1078.33333333,2.0,,0.0,0.0,1.0,,,3.0,,0.0,,7.0,,,,4.0,0.0,0.0,,0.0,0.0,0.0,,10.0,,,3235.0,,2.983333333333333,False,False
196,Jeremy Swayman,Team Ginsberg,Goalie,4,6.8,,,,,,,,,1.0,1.0,,1.0,,,,0.0,3600.0,0.0,,,0.0,15.0,,,0.0,0.0,,14.0,0.93333333,,1.0,6.8,True,True
197,Clayton Keller,Team Ginsberg,0,4,4.55,-1.0,1.0,1070.0,4.0,,2.0,2.0,0.0,,,3.0,,0.0,,0.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,5.0,,,3210.0,,1.5166666666666666,False,False
198,Robert Thomas,Team Ginsberg,0,4,7.6,-3.0,1.0,1298.33333333,2.0,,28.0,29.0,1.0,,,3.0,,0.0,,1.0,,,,4.0,0.0,0.0,,0.0,0.0,0.0,,7.0,,,3895.0,,2.533333333333333,False,False
199,Victor Hedman,Team Ginsberg,Right Wing,4,11.7,2.0,1.0,1599.66666667,5.0,2.0,0.0,0.0,1.0,,,3.0,,0.0,,8.0,,,,6.0,1.0,2.0,,0.0,0.0,0.0,,10.0,,,4799.0,,3.9,True,False
200,Anthony Cirelli,Team Ginsberg,0,4,16.55,5.0,3.0,1287.66666667,4.0,,22.0,13.0,2.0,,,3.0,,0.0,,0.0,,,,2.0,1.0,1.0,,0.0,0.0,0.0,,5.0,,,3863.0,,5.516666666666667,True,True
201,Matthew Tkachuk,Team Ginsberg,Center,4,23.25,2.0,3.0,1143.66666667,0.0,,0.0,2.0,3.0,,,3.0,,0.0,,3.0,,,,6.0,2.0,3.0,,0.0,0.0,0.0,,12.0,,,3431.0,,7.75,True,True
202,Igor Shesterkin,Team Ginsberg,Goalie,4,-0.2,,,,,,,,,9.0,4.41296649,,2.0,,,,1.0,7342.0,1.0,,,0.0,73.0,,,0.0,0.0,,64.0,0.87671233,,0.0,-0.1,False,False
203,Thatcher Demko,Team Ginsberg,Goalie,4,13.6,,,,,,,,,8.0,2.67533674,,3.0,,,,1.0,10765.0,0.0,,,0.0,81.0,,,0.0,0.0,,73.0,0.90123457,,2.0,4.533333333333333,True,True
204,Alex DeBrincat,Team Ginsberg,Center,4,14.25,3.0,0.0,1153.75,3.0,,3.0,0.0,3.0,,,4.0,,1.0,,6.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,5.0,,,4615.0,,3.5625,True,False
205,Pierre-Luc Dubois,Team Ginsberg,0,4,7.45,0.0,0.0,1104.66666667,1.0,,19.0,17.0,1.0,,,3.0,,0.0,,2.0,,,,2.0,1.0,1.0,,0.0,0.0,0.0,,13.0,,,3314.0,,2.4833333333333334,False,False
206,Tyson Barrie,Team Ginsberg,Right Wing,4,12.5,3.0,3.0,1168.33333333,3.0,4.0,0.0,0.0,1.0,,,3.0,,0.0,,1.0,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,5.0,,,3505.0,,4.166666666666667,True,True
207,J.T. Miller,That Hoser Over There,0,4,23.2,3.0,1.0,1356.33333333,1.0,,17.0,23.0,4.0,,,3.0,,1.0,,9.0,,,,2.0,2.0,2.0,,0.0,0.0,0.0,,11.0,,,4069.0,,7.733333333333333,True,True
208,Darnell Nurse,That Hoser Over There,Right Wing,4,13.55,4.0,4.0,1493.33333333,4.0,4.0,0.0,0.0,0.0,,,3.0,,0.0,,14.0,,,,2.0,0.0,1.0,,0.0,0.0,0.0,,11.0,,,4480.0,,4.516666666666667,True,True
209,Troy Terry,That Hoser Over There,0,4,17.25,2.0,1.0,1101.0,1.0,,0.0,0.0,3.0,,,3.0,,1.0,,0.0,,,,2.0,2.0,2.0,,0.0,0.0,0.0,,7.0,,,3303.0,,5.75,True,True
210,Brock Nelson,That Hoser Over There,0,4,24.8,3.0,0.0,999.33333333,2.0,,20.0,21.0,5.0,,,3.0,,1.0,1.0,2.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,14.0,,,2998.0,,8.266666666666667,True,True
211,Cam Talbot,That Hoser Over There,Goalie,4,5.8,,,,,,,,,4.0,3.86888769,,1.0,,,,0.0,3722.0,0.0,,,0.0,28.0,,,0.0,0.0,,24.0,0.85714286,,1.0,5.8,True,True
212,Alex Killorn,That Hoser Over There,Center,4,6.9,0.0,1.0,1111.66666667,0.0,,1.0,0.0,1.0,,,3.0,,0.0,,0.0,,,,4.0,0.0,0.0,,0.0,0.0,0.0,,6.0,,,3335.0,,2.3000000000000003,False,False
213,Jonathan Huberdeau,That Hoser Over There,Center,4,4.85,0.0,1.0,1234.5,1.0,,0.0,2.0,0.0,,,2.0,,0.0,,8.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,3.0,,,2469.0,,2.425,False,False
214,Linus Ullmark,That Hoser Over There,Goalie,4,-0.8,,,,,,,,,4.0,4.09789414,,1.0,,,,1.0,3514.0,0.0,,,0.0,35.0,,,0.0,0.0,,31.0,0.88571429,,0.0,-0.8,False,False
215,Matt Dumba,That Hoser Over There,Right Wing,4,12.85,2.0,3.0,1386.33333333,1.0,4.0,0.0,0.0,1.0,,,3.0,,0.0,,3.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,8.0,,,4159.0,,4.283333333333333,True,True
216,Morgan Rielly,That Hoser Over There,Right Wing,4,8.25,2.0,3.0,1450.66666667,1.0,3.0,0.0,0.0,0.0,,,3.0,,0.0,,2.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,5.0,,,4352.0,,2.75,False,False
217,Josh Morrissey,That Hoser Over There,Right Wing,4,8.7,1.0,0.0,1268.33333333,5.0,1.0,0.0,0.0,1.0,,,3.0,,0.0,,9.0,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,9.0,,,3805.0,,2.9,False,False
218,Brendan Gallagher,That Hoser Over There,Left Wing,4,10.85,2.0,2.0,966.66666667,3.0,,4.0,1.0,1.0,,,3.0,,0.0,,5.0,,,,4.0,0.0,0.0,,0.0,0.0,0.0,,10.0,,,2900.0,,3.6166666666666667,True,False
219,Mark Scheifele,That Hoser Over There,0,4,4.65,-2.0,1.0,1268.33333333,3.0,,22.0,25.0,0.0,,,3.0,,0.0,,0.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,7.0,,,3805.0,,1.55,False,False
220,Kris Letang,That Hoser Over There,Right Wing,4,9.2,2.0,1.0,1746.5,4.0,2.0,0.0,0.0,1.0,,,2.0,,1.0,,10.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,6.0,,,3493.0,,4.6,True,True
221,Nico Hischier,That Hoser Over There,0,4,5.7,1.0,2.0,1198.33333333,1.0,,21.0,31.0,0.0,,,3.0,,0.0,,3.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,7.0,,,3595.0,,1.9000000000000001,False,False
222,Cam Atkinson,That Hoser Over There,Left Wing,4,3.6,0.0,1.0,946.66666667,2.0,,0.0,0.0,0.0,,,3.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,8.0,,,2840.0,,1.2,False,False
223,Jonathan Toews,That Hoser Over There,0,4,10.55,0.0,4.0,1061.5,1.0,,28.0,45.0,0.0,,,4.0,,0.0,,2.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,7.0,,,4246.0,,2.6375,False,False
224,Pavel Zacha,That Hoser Over There,0,4,5.7,-1.0,0.0,1144.66666667,1.0,,12.0,7.0,1.0,,,3.0,,0.0,,4.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,6.0,,,3434.0,,1.9000000000000001,False,False
225,Philipp Grubauer,That Hoser Over There,Goalie,4,2.2,,,,,,,,,7.0,3.53436185,,2.0,,,,1.0,7130.0,0.0,,,0.0,43.0,,,0.0,0.0,,36.0,0.8372093,,1.0,1.1,False,False
226,Alex Ovechkin,That Hoser Over There,Center,4,11.35,1.0,2.0,1335.33333333,1.0,,1.0,0.0,1.0,,,3.0,,0.0,,3.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,18.0,,,4006.0,,3.783333333333333,True,False
227,Jamie Benn,That Hoser Over There,Center,4,10.1,1.0,0.0,1008.66666667,0.0,,12.0,6.0,2.0,,,3.0,,1.0,,5.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,9.0,,,3026.0,,3.3666666666666667,True,False
228,Nathan MacKinnon,That Hoser Over There,0,4,3.45,0.0,1.0,1325.5,2.0,,10.0,1.0,0.0,,,2.0,,0.0,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,5.0,,,2651.0,,1.725,False,False
229,Jeff Petry,That Hoser Over There,Right Wing,4,3.95,0.0,1.0,1459.66666667,3.0,1.0,0.0,0.0,0.0,,,3.0,,0.0,,6.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0,,,4379.0,,1.3166666666666667,False,False
0,Thomas Chabot,Brown Shoes w/ a Black Belt?,Right Wing,5,10.65,0.0,3.0,1630.75,7.0,3.0,0.0,0.0,0.0,,,4.0,,0.0,,4.0,,,,2.0,0.0,1.0,,0.0,0.0,0.0,,11.0,,,6523.0,,2.6625,False,False
1,Sergei Bobrovsky,Brown Shoes w/ a Black Belt?,Goalie,5,2.8,,,,,,,,,2.0,1.84615385,,1.0,,,,0.0,3900.0,1.0,,,0.0,31.0,,,0.0,0.0,,29.0,0.93548387,,0.0,2.8,False,False
2,Kirill Kaprizov,Brown Shoes w/ a Black Belt?,Center,5,8.35,0.0,1.0,1169.33333333,0.0,,0.0,1.0,1.0,,,3.0,,0.0,,3.0,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,6.0,,,3508.0,,2.783333333333333,False,False
3,Matt Duchene,Brown Shoes w/ a Black Belt?,0,5,21.75,5.0,2.0,1144.66666667,0.0,,4.0,5.0,4.0,,,3.0,,2.0,,0.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,5.0,,,3434.0,,7.25,True,True
4,Evgenii Dadonov,Brown Shoes w/ a Black Belt?,Left Wing,5,17.8,3.0,1.0,1064.0,2.0,,0.0,0.0,3.0,,,3.0,,0.0,,4.0,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,12.0,,,3192.0,,5.933333333333334,True,True
5,Andrei Svechnikov,Brown Shoes w/ a Black Belt?,Center,5,9.8,-1.0,3.0,1185.66666667,0.0,,0.0,0.0,0.0,,,3.0,,0.0,,6.0,,,,4.0,0.0,2.0,,0.0,0.0,0.0,,6.0,,,3557.0,,3.266666666666667,True,False
6,Trevor Zegras,Brown Shoes w/ a Black Belt?,0,5,14.0,-1.0,1.0,884.66666667,4.0,,11.0,10.0,2.0,,,3.0,,1.0,,3.0,,,,4.0,2.0,2.0,,0.0,0.0,0.0,,5.0,,,2654.0,,4.666666666666667,True,True
7,Jean-Gabriel Pageau,Brown Shoes w/ a Black Belt?,0,5,0.8,0.0,0.0,872.0,1.0,,8.0,9.0,0.0,,,1.0,,0.0,,3.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,,872.0,,0.8,False,False
8,Joel Farabee,Brown Shoes w/ a Black Belt?,Center,5,5.85,0.0,0.0,970.33333333,1.0,,1.0,0.0,1.0,,,3.0,,0.0,,6.0,,,,4.0,0.0,0.0,,0.0,0.0,0.0,,5.0,,,2911.0,,1.95,False,False
9,Ryan Pulock,Brown Shoes w/ a Black Belt?,Right Wing,5,1.45,-2.0,0.0,1173.0,2.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,5.0,,,1173.0,,1.45,False,False
10,Brock Boeser,Brown Shoes w/ a Black Belt?,Left Wing,5,7.6,-3.0,2.0,1146.5,1.0,,0.0,0.0,0.0,,,4.0,,0.0,,2.0,,,,0.0,0.0,0.0,,1.0,0.0,1.0,,14.0,,,4586.0,,1.9,False,False
11,Timo Meier,Brown Shoes w/ a Black Belt?,Left Wing,5,2.6,-2.0,1.0,954.0,0.0,,1.0,0.0,0.0,,,1.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,954.0,,2.6,False,False
12,Ondrej Palat,Brown Shoes w/ a Black Belt?,Center,5,2.95,1.0,1.0,1124.5,1.0,,0.0,0.0,0.0,,,2.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,5.0,,,2249.0,,1.475,False,False
13,Brady Tkachuk,Brown Shoes w/ a Black Belt?,Center,5,8.1,0.0,2.0,1169.5,1.0,,8.0,10.0,0.0,,,4.0,,0.0,,13.0,,,,10.0,0.0,0.0,,0.0,0.0,0.0,,13.0,,,4678.0,,2.025,False,False
14,Michael Bunting,Brown Shoes w/ a Black Belt?,Center,5,0.45,-1.0,0.0,877.33333333,0.0,,0.0,0.0,0.0,,,3.0,,0.0,,0.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,3.0,,,2632.0,,0.15,False,False
15,Christian Dvorak,Brown Shoes w/ a Black Belt?,Center,5,2.35,-3.0,0.0,1126.33333333,5.0,,21.0,28.0,0.0,,,3.0,,0.0,,4.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,5.0,,,3379.0,,0.7833333333333333,False,False
16,Alec Martinez,Brown Shoes w/ a Black Belt?,Right Wing,5,1.05,2.0,0.0,784.5,3.0,0.0,0.0,0.0,0.0,,,2.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0,,,1569.0,,0.525,False,False
17,Spencer Knight,Brown Shoes w/ a Black Belt?,Goalie,5,-8.4,,,,,,,,,10.0,5.12455516,,2.0,,,,2.0,7025.0,0.0,,,0.0,48.0,,,0.0,0.0,,38.0,0.79166667,,0.0,-4.2,False,False
18,Kevin Fiala,Brown Shoes w/ a Black Belt?,0,5,10.65,0.0,2.0,975.0,0.0,,1.0,1.0,1.0,,,3.0,,1.0,,0.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,11.0,,,2925.0,,3.5500000000000003,True,False
19,Carter Hart,Brown Shoes w/ a Black Belt?,Goalie,5,11.8,,,,,,,,,4.0,2.00306023,,2.0,,,,1.0,7189.0,0.0,,,0.0,73.0,,,0.0,0.0,,69.0,0.94520548,,1.0,5.9,True,True
20,Mikhail Sergachev,Brown Shoes w/ a Black Belt?,Right Wing,5,0.8,1.0,0.0,1403.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,,3.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,,1403.0,,0.8,False,False
21,Nick Suzuki,Brown Shoes w/ a Black Belt?,0,5,10.0,-3.0,1.0,1272.5,3.0,,39.0,42.0,1.0,,,4.0,,1.0,,1.0,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,15.0,,,5090.0,,2.5,False,False
22,Jesse Puljujarvi,Brown Shoes w/ a Black Belt?,Left Wing,5,8.8,1.0,1.0,1144.0,0.0,,0.0,0.0,1.0,,,4.0,,0.0,,2.0,,,,2.0,0.0,1.0,,0.0,0.0,0.0,,10.0,,,4576.0,,2.2,False,False
23,Elias Pettersson,Brown Shoes w/ a Black Belt?,0,5,6.95,-3.0,0.0,1090.0,3.0,,7.0,6.0,1.0,,,4.0,,0.0,,0.0,,,,4.0,0.0,0.0,,0.0,1.0,1.0,,9.0,,,4360.0,,1.7375,False,False
24,Miro Heiskanen,Esther Island Esthers,Right Wing,5,6.35,-2.0,0.0,1479.0,0.0,1.0,0.0,0.0,1.0,,,2.0,,0.0,,1.0,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,8.0,,,2958.0,,3.175,True,False
25,Alex Iafallo,Esther Island Esthers,Center,5,6.15,-1.0,0.0,1166.33333333,4.0,,3.0,3.0,1.0,,,3.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,9.0,,,3499.0,,2.0500000000000003,False,False
26,Oliver Bjorkstrand,Esther Island Esthers,Left Wing,5,6.7,-3.0,2.0,1182.5,1.0,,1.0,2.0,0.0,,,2.0,,0.0,,2.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,8.0,,,2365.0,,3.35,True,False
27,Brandon Tanev,Esther Island Esthers,Center,5,4.6,-1.0,1.0,704.66666667,1.0,,0.0,0.0,0.0,,,3.0,,0.0,,14.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,,2114.0,,1.5333333333333332,False,False
28,Andrew Mangiapane,Esther Island Esthers,Center,5,13.95,1.0,0.0,915.0,0.0,,0.0,0.0,3.0,,,4.0,,1.0,,3.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,10.0,,,3660.0,,3.4875,True,False
29,Chris Kreider,Esther Island Esthers,Center,5,18.5,0.0,1.0,1115.0,2.0,,2.0,3.0,3.0,,,3.0,,0.0,,3.0,,,,0.0,2.0,2.0,,0.0,0.0,0.0,,11.0,,,3345.0,,6.166666666666667,True,True
30,Boone Jenner,Esther Island Esthers,0,5,3.5,-3.0,1.0,1223.0,0.0,,12.0,21.0,0.0,,,2.0,,0.0,,1.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,9.0,,,2446.0,,1.75,False,False
31,Tristan Jarry,Esther Island Esthers,Goalie,5,9.4,,,,,,,,,10.0,3.16205534,,3.0,,,,1.0,11385.0,1.0,,,0.0,102.0,,,0.0,0.0,,92.0,0.90196078,,1.0,3.1333333333333333,True,False
32,Elvis Merzlikins,Esther Island Esthers,Goalie,5,-0.8,,,,,,,,,5.0,5.22193211,,1.0,,,,1.0,3447.0,0.0,,,0.0,41.0,,,0.0,0.0,,36.0,0.87804878,,0.0,-0.8,False,False
33,Sean Couturier,Esther Island Esthers,0,5,0.9,0.0,0.0,1226.66666667,0.0,,20.0,15.0,0.0,,,3.0,,0.0,,1.0,,,,4.0,0.0,0.0,,0.0,0.0,0.0,,5.0,,,3680.0,,0.3,False,False
34,Jordan Staal,Esther Island Esthers,0,5,0.75,0.0,0.0,1167.0,0.0,,11.0,11.0,0.0,,,1.0,,0.0,,3.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,,1167.0,,0.75,False,False
35,Yanni Gourde,Esther Island Esthers,Center,5,6.2,-1.0,0.0,953.66666667,2.0,,9.0,20.0,1.0,,,3.0,,0.0,,7.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,5.0,,,2861.0,,2.066666666666667,False,False
36,Mitchell Marner,Esther Island Esthers,Left Wing,5,8.2,-6.0,2.0,1218.25,5.0,,1.0,0.0,0.0,,,4.0,,0.0,,3.0,,,,0.0,0.0,2.0,,0.0,0.0,0.0,,5.0,,,4873.0,,2.05,False,False
37,Adrian Kempe,Esther Island Esthers,0,5,4.65,-1.0,1.0,1127.0,0.0,,1.0,0.0,0.0,,,2.0,,0.0,,4.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,7.0,,,2254.0,,2.325,False,False
38,Alexis Lafreniere,Esther Island Esthers,Center,5,4.8,1.0,0.0,717.5,1.0,,3.0,0.0,1.0,,,2.0,,0.0,,2.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,,1435.0,,2.4,False,False
39,Quinn Hughes,Esther Island Esthers,Right Wing,5,10.4,-1.0,4.0,1407.25,1.0,4.0,0.0,0.0,0.0,,,4.0,,0.0,,0.0,,,,2.0,0.0,0.0,,1.0,0.0,1.0,,8.0,,,5629.0,,2.6,False,False
40,Seth Jones,Esther Island Esthers,Right Wing,5,10.1,1.0,1.0,1675.5,5.0,2.0,0.0,0.0,1.0,,,2.0,,0.0,,4.0,,,,2.0,0.0,1.0,,0.0,0.0,0.0,,10.0,,,3351.0,,5.05,True,True
41,Dylan Cozens,Esther Island Esthers,0,5,8.65,2.0,0.0,917.0,1.0,,6.0,6.0,2.0,,,1.0,,1.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0,,,917.0,,8.65,True,True
42,Travis Konecny,Esther Island Esthers,Left Wing,5,2.3,-3.0,0.0,957.66666667,1.0,,1.0,1.0,0.0,,,3.0,,0.0,,5.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,9.0,,,2873.0,,0.7666666666666666,False,False
43,Cam Fowler,Esther Island Esthers,Right Wing,5,11.2,-2.0,2.0,1459.0,5.0,3.0,0.0,0.0,1.0,,,3.0,,0.0,,2.0,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,6.0,,,4377.0,,3.733333333333333,True,False
44,Kasperi Kapanen,Esther Island Esthers,Left Wing,5,1.75,-1.0,0.0,1086.0,2.0,,0.0,0.0,0.0,,,3.0,,0.0,,5.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,3258.0,,0.5833333333333334,False,False
45,Joe Pavelski,Esther Island Esthers,Left Wing,5,8.65,-2.0,1.0,958.5,0.0,,8.0,10.0,1.0,,,2.0,,0.0,,6.0,,,,2.0,1.0,1.0,,0.0,0.0,0.0,,5.0,,,1917.0,,4.325,True,True
46,Bo Horvat,Esther Island Esthers,0,5,2.35,-3.0,0.0,1247.5,2.0,,41.0,63.0,0.0,,,4.0,,0.0,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,11.0,,,4990.0,,0.5875,False,False
47,Jordan Binnington,Esther Island Esthers,Goalie,5,7.8,,,,,,,,,11.0,3.52909723,,3.0,,,,1.0,11221.0,1.0,,,0.0,100.0,,,0.0,0.0,,89.0,0.89,,1.0,2.6,False,False
48,Charlie McAvoy,Esther Island Esthers,Right Wing,5,26.05,6.0,5.0,1448.5,8.0,7.0,0.0,0.0,2.0,,,4.0,,0.0,,10.0,,,,4.0,1.0,3.0,,0.0,0.0,0.0,,13.0,,,5794.0,,6.5125,True,True
49,Rasmus Ristolainen,Lausanne  Automatons ,Right Wing,5,4.7,0.0,1.0,1262.0,3.0,1.0,0.0,0.0,0.0,,,3.0,,0.0,,9.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,5.0,,,3786.0,,1.5666666666666667,False,False
50,Tyler Bertuzzi,Lausanne  Automatons ,Center,5,4.4,-1.0,1.0,1198.66666667,3.0,,0.0,2.0,0.0,,,3.0,,0.0,,5.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,7.0,,,3596.0,,1.4666666666666668,False,False
51,Ryan Nugent-Hopkins,Lausanne  Automatons ,0,5,14.3,2.0,3.0,1291.25,1.0,,9.0,0.0,1.0,,,4.0,,0.0,,2.0,,,,2.0,0.0,2.0,,0.0,0.0,0.0,,12.0,,,5165.0,,3.575,True,False
52,Zack Kassian,Lausanne  Automatons ,Left Wing,5,0.15,0.0,0.0,200.0,0.0,,0.0,0.0,0.0,,,1.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,200.0,,0.15,False,False
53,Dougie Hamilton,Lausanne  Automatons ,Right Wing,5,16.2,1.0,1.0,1316.33333333,9.0,3.0,0.0,0.0,2.0,,,3.0,,0.0,,4.0,,,,0.0,1.0,2.0,,0.0,0.0,0.0,,12.0,,,3949.0,,5.3999999999999995,True,True
54,Mika Zibanejad,Lausanne  Automatons ,0,5,10.3,0.0,3.0,1209.0,2.0,,20.0,25.0,0.0,,,3.0,,0.0,,2.0,,,,0.0,0.0,2.0,,1.0,0.0,1.0,,4.0,,,3627.0,,3.4333333333333336,True,False
55,Mattias Janmark,Lausanne  Automatons ,Center,5,0.3,-4.0,0.0,745.66666667,0.0,,2.0,1.0,0.0,,,3.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,,2237.0,,0.09999999999999999,False,False
56,Jacob Markstrom,Lausanne  Automatons ,Goalie,5,-1.8,,,,,,,,,5.0,2.54345061,,2.0,,,,2.0,7077.0,0.0,,,0.0,51.0,,,0.0,0.0,,46.0,0.90196078,,0.0,-0.9,False,False
57,Brad Marchand,Lausanne  Automatons ,Center,5,23.55,2.0,1.0,1175.5,0.0,,0.0,0.0,4.0,,,4.0,,1.0,,4.0,,,,6.0,2.0,3.0,,0.0,0.0,0.0,,13.0,,,4702.0,,5.8875,True,True
58,Frederik Andersen,Lausanne  Automatons ,Goalie,5,7.6,,,,,,,,,3.0,1.4968815,,2.0,,,,1.0,7215.0,0.0,,,0.0,46.0,,,0.0,0.0,,43.0,0.93478261,,1.0,3.8,True,False
59,Mike Hoffman,Lausanne  Automatons ,Center,5,8.55,-2.0,2.0,1158.33333333,0.0,,0.0,0.0,0.0,,,3.0,,0.0,,2.0,,,,0.0,0.0,2.0,,0.0,0.0,0.0,,15.0,,,3475.0,,2.85,False,False
